Time (s),dln[SiH2(2)]/dln[k1]: SiH4(1)=SiH2(2)+H2(3),dln[SiH2(2)]/dln[k2]: Si2H6(4)=SiH4(1)+SiH2(2),dln[SiH2(2)]/dln[k3]: Si2H6(4)=H2(3)+SiH3SiH(5),dln[SiH2(2)]/dln[k5]: SiH2(2)+SiH2(2)=H4Si2(7),dln[SiH2(2)]/dln[k12]: H3Si(8)+H3Si(8)=Si2H6(4),dln[SiH2(2)]/dln[k23]: H2(3)+H3Si2(12)=H5Si2(11),dln[SiH2(2)]/dln[k30]: Si2H6(4)+HSi(10)=H7Si3(31),dln[SiH2(2)]/dln[k33]: SiH4(1)+H3Si2(12)=H7Si3(31),dln[SiH2(2)]/dG[SiH4(1)],dln[SiH2(2)]/dG[SiH2(2)],dln[SiH2(2)]/dG[H2(3)],dln[SiH2(2)]/dG[Si2H6(4)],dln[SiH2(2)]/dG[H3Si(8)],dln[SiH2(2)]/dG[HSi(10)],dln[SiH2(2)]/dG[H3Si2(12)]
0.009082723193049886,1.0039688620011444,-0.07605456554317179,-0.40543269375275404,-0.0059296367091383039,0.0049920014958633584,0.0023688984604219978,0.0016024278863359918,0.0014960094351678674,-0.53196121542533603,-0.54353083684222736,-0.0073750285945649889,0.53920748905566429,-0.0038075581679642796,-0.001188620338158133,-0.00078934220525452242
0.009407348503592611,1.00296024719732,-0.074404627123831196,-0.41781857557164453,-0.006216845016556013,0.0053937885251967186,0.0025369459808636256,0.0017420289934544483,0.0016287332781601638,-0.53077189974938599,-0.5432273331314732,-0.0079414980136099378,0.53862582620188326,-0.0041350740092530374,-0.0012843917043319352,-0.00083806725041488334
0.009731973814135337,1.0018635072520106,-0.072857948458202829,-0.43000596641327121,-0.0065055110889829801,0.0058083269187693253,0.0027084627451044482,0.001887115427968605,0.001766889013495994,-0.52954460559263916,-0.54292157277607467,-0.0085294666138293462,0.53803137764379882,-0.0044742912256354028,-0.0013836534365744486,-0.00088734935815845098
0.009999999999999998,0.99810815992391178,-0.071452690760078083,-0.43869622959443411,-0.0067259784165581409,0.0061427343342834945,0.0028445854650981355,0.0020053558177170676,0.0018797274911782872,-0.52703336950827928,-0.54115867576753163,-0.009005925672685702,0.53603638314693425,-0.0047496529315133431,-0.0014641033526581425,-0.00092585174460312232
0.010056599124678062,1.0006788409796565,-0.071404964542021651,-0.4419954380737216,-0.0067953342700712085,0.0062351435729342619,0.0028832069309707052,0.0020375574032504393,0.0019103614375205569,-0.5282797731349077,-0.54261391491312982,-0.0091388136350191856,0.53742437577527069,-0.0048248064520071427,-0.0014863305716929876,-0.0009371531670720845
0.010381224435220788,0.99940652101682781,-0.070037256447033486,-0.45378762695696551,-0.0070860245474802987,0.0066737570391986051,0.0030609400874751563,0.0021932183961373233,0.0020590281112141586,-0.52697787080196812,-0.54230470522543006,-0.009769399521486876,0.53680505328575467,-0.0051862032664210661,-0.0015923441077365054,-0.00098744805862243951
0.010705849745763513,0.99804689132399294,-0.068747385047334228,-0.46538322964953355,-0.0073773023536563139,0.0071236788488867964,0.0032414272772337102,0.0023539558473239016,0.0022127600546350944,-0.5256393939882924,-0.54199427640402309,-0.010421066478940488,0.53617364333334494,-0.0055580538850794519,-0.0017016113709130455,-0.0010382077187076782
0.011030475056306239,0.99660036473239033,-0.067528752861544389,-0.47678299931491691,-0.0076688983623245371,0.0075844147306527842,0.0034244372033684074,0.002519621810988657,0.0023714223927548189,-0.52426486376750003,-0.54168294857031196,-0.011093639041389141,0.53553037965732242,-0.0059399207313653082,-0.0018140463611365158,-0.001089409725180338
0.011355100366848964,0.99506742056995356,-0.066375488614433403,-0.48798774258805833,-0.0079605532913086946,0.0080554657379654452,0.0036097423297191357,0.0026900635570387484,0.0025348749553315525,-0.52285482560399699,-0.54137102965702422,-0.011786924645873874,0.53487549664207812,-0.0063313578912181966,-0.0019295600768733801,-0.0011410351657617703
0.01167972567739169,0.99344860230296383,-0.065282350275706336,-0.49899831686113655,-0.0082520177109786427,0.0085363292956748774,0.0037971189953898725,0.0028651241303339057,0.0027029728350488934,-0.5214098480701348,-0.54105881575297132,-0.012500714213923989,0.53420922934000037,-0.006731912464761217,-0.0020480608207718081,-0.0011930682848522924
0.012004350987934415,0.99174451521805229,-0.064244643216943453,-0.50981562795298452,-0.0085430518531363926,0.0090265001717210469,0.00398634752126714,0.0030446428716768802,0.0028755669087885088,-0.51993052157389252,-0.54074659142448522,-0.013234782739837136,0.53353181346462764,-0.0071411258235291363,-0.0021694544880027904,-0.0012454961552150687
0.01232897629847714,0.9899558241300126,-0.063258150806917365,-0.52044062811603087,-0.0088334254184771702,0.009525471380422517,0.0041772123079111857,0.0032284559042214077,0.0030525043256076291,-0.51841745710020082,-0.54043463001947156,-0.013988889884992736,0.53284348536090842,-0.0075585347816230193,-0.0022936448386753888,-0.0012983083722962821
0.012653601609019866,0.98808325111175632,-0.062319075294116497,-0.53087431429200205,-0.0091229173845524449,0.010032735024368578,0.0043695019264926643,0.0034163965879322193,0.0032336289638366499,-0.51687128496934043,-0.54012319395530972,-0.014762780576813683,0.53214448195696085,-0.0079836726877127676,-0.0024205337552119367,-0.0013514967708707414
0.012978226919562592,0.98612757324819234,-0.061423987240362923,-0.54111772654077883,-0.0094113158159987356,0.010547783081021467,0.0045630092041749389,0.0036082959445139498,0.0034187818595416827,-0.51529265361521426,-0.53981253499161352,-0.015556185610986518,0.53143504070084502,-0.0084160704438973333,-0.0025500214855491109,-0.0014050551635066582
0.013302852230105317,0.98408962041186998,-0.060569782096794984,-0.55117194660602353,-0.0096984176768329603,0.011070108138647948,0.0047575313039313798,0.0038039830552649961,0.0036078016087351694,-0.51368222838502764,-0.5395028944903093,-0.016368822255857476,0.53071539948551294,-0.0088552574570762918,-0.0026820068731294505,-0.0014589790993658196
0.013627477540648043,0.98197027306055651,-0.059753642772679902,-0.56103809660224424,-0.0099840286439008309,0.011599204085246883,0.0049528697982687934,0.004003285434119902,0.0038005247455567565,-0.51204069036121669,-0.53919450366583199,-0.01720039485813955,0.52998579656470235,-0.0093007625279450494,-0.0028163875746024494,-0.001513265641608459
0.013952102851190768,0.97977046005786017,-0.058973007254062598,-0.57071733780380152,-0.010267962921225008,0.012134566753848839,0.0051488307367229189,0.0042060293777914492,0.0039967860982721938,-0.51036873520649584,-0.5388875838272742,-0.018050595448988977,0.52924647046195672,-0.0097521146819881353,-0.002953060266009915,-0.0015679131620677902
0.014276728161733494,0.9774911565153811,-0.058225540494980153,-0.5802108695092576,-0.010550043055613158,0.012675694527432642,0.0053452247073460966,0.0044120402946318093,0.0041964191246301212,-0.50866707203281769,-0.5385823466132994,-0.018919104349366327,0.52849765987430386,-0.010208843946347652,-0.0030919208381060483,-0.0016229211522020566
0.014601353472276219,0.97513338165570429,-0.057509109937843431,-0.58951992795909758,-0.01083009975382361,0.013222088906358863,0.0055418668923478348,0.0046211430136686446,0.0043992562279644874,-0.50693642229480385,-0.53827899422044001,-0.019805590773646273,0.52773960357176619,-0.010670482076150763,-0.0032328645814060602,-0.0016782900493633049
0.014925978782818945,0.97269819669777813,-0.056821764128001162,-0.59864578529456303,-0.011107971701256238,0.013773255040741304,0.0057385771178440547,0.0048331620751706009,0.0046051290553477953,-0.50517751870792782,-0.53797771962565755,-0.020709713430586578,0.52697254029375906,-0.011136563233539133,-0.003375786361535865,-0.0017340210773265617
0.01525060409336167,0.97018670276584773,-0.05616171397578882,-0.60758974854965342,-0.011383505382020513,0.014328702229828318,0.0059351798976068886,0.0050479220039778578,0.0048138687789890345,-0.50339110419164301,-0.53767870680401419,-0.021631121120832368,0.52619670864328538,-0.011606624622285641,-0.0035205807854178225,-0.0017901161000259307
0.015575229403904396,0.96760003882207402,-0.055527316291551915,-0.61635315866786633,-0.01165655490034875,0.014887944390296382,0.0061315044707886948,0.0052652475666883046,0.0050253063619225789,-0.50157793083762381,-0.53738213094207143,-0.022569453330132334,0.52541234697968853,-0.012080207080617782,-0.0036671423587666032,-0.0018465774875649646
0.01589985471444712,0.96493937962321197,-0.054917059278462257,-0.62493738953526834,-0.011926981803433122,0.015450500495224118,0.0063273848336761977,0.005484964013661834,0.0052392728089059766,-0.49973875890323671,-0.53708815864736492,-0.023524340817462876,0.52461969331049729,-0.012556855634653256,-0.0038153656353154281,-0.0019034079936844515
0.016224480024989846,0.96220593370254337,-0.054329549716950774,-0.63334384702339519,-0.012194654905753546,0.016015894985338463,0.0065226597655405061,0.0057068973067176867,0.0054555994033610835,-0.49787435583031897,-0.53679694815427892,-0.024495406197313694,0.5238189851828583,-0.013036120014642896,-0.0039651453581620293,-0.001960610643916966
0.016549105335532572,0.95940094137805831,-0.053763501615142685,-0.64157396803754663,-0.012459450114900458,0.01658365815394108,0.0067171728486260214,0.0059308743333289088,0.005674117931126584,-0.49598549528929381,-0.53650864952665467,-0.025482264515443005,0.52301045957495218,-0.013517555136022597,-0.0041163765935992459,-0.0020181886336777658
0.016873730646075297,0.9565256727876883,-0.053217726133427887,-0.64962921956722908,-0.012721250258878727,0.017153326506787043,0.0069107724823261841,0.0061567231080459058,0.0058946608917200419,-0.49407295624861014,-0.53622340485741415,-0.026484523817454902,0.52219435278776072,-0.01400072154711747,-0.0042689548577667588,-0.0020761452355850846
0.017198355956618023,0.95358142595252271,-0.052691122619482791,-0.65751109773599015,-0.012979944914904893,0.017724443098093238,0.0071033118916261151,0.0063842729618117091,0.0061170616977391824,-0.49213752206949568,-0.53594134846540498,-0.027501785709588077,0.52137090033749567,-0.014485185845203755,-0.004422776236431912,-0.0021344837153623674
0.01752298126716075,0.9505695248690631,-0.052182670613638661,-0.66522112684825774,-0.013235430239730119,0.018296557843768945,0.0072946491299195615,0.0066133547197725585,0.0063411548629747566,-0.49017997962598725,-0.53566260708963076,-0.028533645911141516,0.52054033684894307,-0.014970521062507602,-0.0045777374981840306,-0.0021932072557263116
0.017847606577703474,0.94749131763131178,-0.051691422704361036,-0.67276085843139255,-0.013487608801516698,0.018869227812872414,0.0074846470763185891,0.006843800868137578,0.0065667761797590417,-0.48820111845021907,-0.53538730008100088,-0.029579694797998244,0.51970289594995911,-0.015456307023603819,-0.0047337362013067374,-0.0022523188877027599
0.0181722318882462,0.94434817458383113,-0.051216498130322252,-0.68013187027184185,-0.013736389413287775,0.019442017498222573,0.0076731734275832944,0.007075445710600068,0.006793762886034495,-0.4862017299028949,-0.53511553959171465,-0.03063951793675726,0.5188588101673246,-0.015942130675580885,-0.0048906707945769005,-0.002311821428847117
0.018496857198788925,0.94114148650650364,-0.050757077039711593,-0.68733576544471775,-0.01398168696796653,0.020014499067024696,0.0078601006848072631,0.0073081255147921095,0.0070219538225877662,-0.48418260636888155,-0.53484743076236374,-0.031712696609012297,0.51800831082413634,-0.016427586392244373,-0.0050484407122217924,-0.0023717174278794309
0.019146107819874376,0.93454313055797422,-0.049881740060622327,-0.70124874260916625,-0.014461521889655994,0.021156866081730751,0.0082286717759855067,0.0077759456299707321,0.0074813125621254768,-0.48008832464398415,-0.53432255472226475,-0.033897427192049509,0.51628899019550023,-0.017395810099476463,-0.0053660896681012758,-0.0024926983845633293
0.019730433378851282,0.9284015936527662,-0.049139808487906007,-0.71321545185464774,-0.014880726196964881,0.022179815380454323,0.0085537353511751738,0.0081989255302073356,0.0078972749310329132,-0.47634392088104399,-0.53386357269022455,-0.035905090120295448,0.51472195979218782,-0.018262045127413085,-0.0056538448419920307,-0.002602945318372863
0.02031475893782819,0.9220765522787111,-0.04843764657033782,-0.72466668587212579,-0.015287582628501183,0.02319548613202933,0.0088718521581464694,0.0086228156636501112,0.0083147206337120302,-0.47254786585548159,-0.53341775602153763,-0.037949370484901934,0.51313768148215444,-0.019121146366054852,-0.0059427964072865337,-0.0027144897497023424
0.020899084496805095,0.91557662361088721,-0.047772101947194598,-0.73561257561911164,-0.015681793515532182,0.024201687059193112,0.0091824487836599123,0.0090467481574426478,0.0087327851961181684,-0.46870472099857907,-0.53298548823891945,-0.040027736453481511,0.51153744803098067,-0.019971048299123863,-0.0062324040444794197,-0.0028273314899550446
0.021483410055782002,0.90891051632651232,-0.047140361019016648,-0.74606344045915662,-0.016063112478859991,0.025196321376845857,0.0094849995855151737,0.0094698844278127085,0.0091506305215415338,-0.46481900273140386,-0.53256709345530151,-0.042137649367446441,0.50992253201158544,-0.020809779856606737,-0.0065221435629661808,-0.0029414649153234507
0.02206773561475891,0.90208698798759634,-0.046539904528969098,-0.756029766834869,-0.016431341530570884,0.026177388581641894,0.0097790256222747996,0.0098914165233660641,0.0095674464427544931,-0.46089517187734785,-0.53216283956030475,-0.044276571385454738,0.50829418438343921,-0.021635466537716908,-0.0068115078259234543,-0.003056878643015226
0.022652061173735815,0.89511482353913974,-0.045968469857731897,-0.76552218734449751,-0.016786328350893335,0.027142986120430136,0.010064093603495562,0.010310568358597106,0.0099824521582256506,-0.45693762311852371,-0.53177294130975294,-0.046441973187844723,0.50665363294208932,-0.022446332254104438,-0.0071000076192431136,-0.0031735553494037943
0.02323638673271272,0.88800280895277595,-0.045424018954026174,-0.77455146161149668,-0.017127963586937481,0.028091310416110977,0.010339814666773332,0.010726596661880279,0.010394897381443393,-0.45295067564129365,-0.53139756336875765,-0.048631341021617841,0.50500208096632815,-0.023240700449966525,-0.0073871723422809918,-0.0032914716753366328
0.023820712291689628,0.88075970717804819,-0.044904710920912923,-0.78312845788039165,-0.017456178222599206,0.029020657491526436,0.010605843061994417,0.011138791723108235,0.010804063285881621,-0.44893856456335046,-0.53103682328256141,-0.050842183309725376,0.50334070596626834,-0.024016994741531551,-0.0076725505744014424,-0.0034105982115348117
0.024405037850666535,0.87339423564738539,-0.04440887847803171,-0.79126413408614438,-0.017770941020624549,0.029929423265859772,0.010861874767264544,0.011546477975173086,0.011209263278548754,-0.44490543306915531,-0.53069079436452993,-0.053072036843014071,0.50167065852321835,-0.024773739168462365,-0.0079557105357599897,-0.00353089954460211
0.02498936340964344,0.86591504463060265,-0.043935007680383636,-0.79896951852895326,-0.018072256033500451,0.030816103525126672,0.01110764604124728,0.011949014414600159,0.011609843606992073,-0.44085532528304139,-0.53035950850734748,-0.055318472532075766,0.49999306123726256,-0.025509558068040648,-0.0082362404454943,-0.0036523343537497991
0.025573688968620348,0.85833069721569155,-0.043481720388738862,-0.80625569092273519,-0.01836016018745194,0.031679293573492813,0.011342931918714933,0.012345794864382144,0.012005183802562078,-0.43679217987078034,-0.53004295891779662,-0.057579100723344823,0.49830900778211767,-0.026223175581716461,-0.0085137487807540723,-0.0037748555554300237
0.026158014527597254,0.85064965085536404,-0.043047759071869522,-0.81313376413253957,-0.018634720940087352,0.032517687577112361,0.011567544656259317,0.012736248085011937,0.012394696965634007,-0.43271982436381989,-0.52974110277318553,-0.059851576076917011,0.49661956206982599,-0.026913414812351981,-0.0087878644400987398,-0.0038984104902755707
0.02674234008657416,0.84288024026433617,-0.04263197358768471,-0.81961486640335701,-0.018896034012311106,0.033330077631990473,0.011781332140223692,0.013119837747957259,0.012777829906555058,-0.42864197017749683,-0.52945386379670767,-0.062133602013983998,0.49492575752515794,-0.027579196672767849,-0.0090582368190253188,-0.0040229411440788169
0.027326665645551067,0.83503066158502626,-0.042233309649534763,-0.82571012389786214,-0.019144221195679212,0.034115352588190505,0.011984176268695391,0.013496062285912854,0.013154063156260888,-0.42456220829050018,-0.52918113474993722,-0.064422934745717447,0.4932285964685682,-0.028219538465995307,-0.0093245358060712047,-0.0041483843951277723
0.027910991204527974,0.82710895786866068,-0.041850798734695958,-0.83143064362921704,-0.019379428236508154,0.034872496650176034,0.01217599131645657,0.013864454629464186,0.013522910855972533,-0.42048400556110022,-0.52892277984158753,-0.066717386894384917,0.49152904960586347,-0.02883355222187663,-0.0095864517057914333,-0.00427467228312113
0.02849531676350488,0.81912300591592813,-0.041483549232206048,-0.83678749697616372,-0.019601822797729651,0.03560058776729208,0.012356722290118071,0.014224581837489246,0.013883920533180679,-0.41641070165908572,-0.52867863705174978,-0.069014830716910572,0.48982805562229031,-0.029420442807628962,-0.0098436950934718877,-0.0044017322964091457
0.029079642322481787,0.81108050443929192,-0.041130738658575069,-0.84179170386508295,-0.019811592498955616,0.036298795831968593,0.012526343280624052,0.014576044629609776,0.014236672772134737,-0.4123455065893184,-0.52844852037074841,-0.071313200941930541,0.4881265208789663,-0.029979505834535857,-0.010095996606631413,-0.004529487673825449
0.029663967881458694,0.80298896347307536,-0.040791606795639965,-0.84645421760269945,-0.020008943034945065,0.036966380706407627,0.012684855820598955,0.014918476830181434,0.014580780788237907,-0.40829149877926163,-0.52823222195193953,-0.073610497233174949,0.4864253192093031,-0.0305101253864637,-0.010343106678950104,-0.0046578577170255054
0.0302482934404356,0.79485569498204878,-0.040465449626851634,-0.85078591034889117,-0.020194096372649732,0.037602690096928106,0.012832287253585803,0.015251544732934689,0.014915889915412183,-0.404251623701741,-0.52802951417787891,-0.075904786293580759,0.48472529181199725,-0.031011771593315973,-0.010584795222231816,-0.0047867581099109002
0.030832618999412507,0.78668780464500321,-0.040151613967105294,-0.85479755926896406,-0.020367289026967147,0.038207157292184574,0.012968689121268326,0.01557494639427928,0.015241677014464479,-0.40022869300472119,-0.52784015163953213,-0.078194203625287867,0.48302724723643875,-0.031483998068576151,-0.010820851261515812,-0.0049161012425757286
0.03141694455838941,0.77849218478436744,-0.039849492696797745,-0.85849983341737712,-0.020528770415098416,0.038779298780286672,0.013094135573959323,0.015888410862654908,0.015557849809905371,-0.39622538412024805,-0.52766387302852413,-0.080476954960870428,0.48133196145626583,-0.031926439228631184,-0.011051082528027894,-0.0050457965375941853
0.032001270117366316,0.77027550839376835,-0.039558520523584086,-0.8619032813788513,-0.0206788012891061,0.039318711759966901,0.013208721809187045,0.016191697351228006,0.015864146162613228,-0.39224424032449351,-0.52750040294282319,-0.082751317381339479,0.47964017802685466,-0.032338807511715549,-0.011275315014492035,-0.0051757507765410283
0.03258559567634322,0.76204422420821705,-0.039278170205894442,-0.8650183196698763,-0.020817652246046474,0.039825071560744579,0.013312562542865411,0.016484594361157425,0.016160333285680551,-0.38828767122031421,-0.52734945360624519,-0.085015640136886367,0.4779526083222036,-0.032720890513890218,-0.011493392497252508,-0.0053058684247919187
0.03316992123532012,0.75380455276646308,-0.039007949181370689,-0.86785522190267894,-0.020945602314916694,0.040298128986069132,0.013405790517059538,0.016766918762303313,0.016446206910459549,-0.38435795361360209,-0.52721072650229084,-0.087268345186796797,0.47626993184626981,-0.033072548058053465,-0.011705176029502763,-0.0054360519529592696
0.033754246794297026,0.74556248341957387,-0.038747396551221856,-0.87042410872046672,-0.021062937619523634,0.040737707592365127,0.013488555047794431,0.017038514837792985,0.016721590409392872,-0.38045723275501414,-0.52708391392314191,-0.089507927475190097,0.4745927966136404,-0.033393709210549558,-0.011910543409674111,-0.00556620215361064
0.03433857235327393,0.73732377223808598,-0.038496080378162115,-0.87273493851148876,-0.02116995011620507,0.041143700916191545,0.013561020615841416,0.01729925329848429,0.016986333881864935,-0.37658752391910699,-0.52696870043493904,-0.091732954959209703,0.47292181959441054,-0.033684369259043799,-0.01210938862878847,-0.0056962184520986704
0.03492289791225083,0.72909394076553458,-0.038253595261148049,-0.87479749890084335,-0.021266936405136959,0.041516069661155688,0.013623365502990358,0.017549030273073588,0.017240313209031573,-0.3727507142933692,-0.52686476426064199,-0.093942068406119156,0.47125758721812305,-0.033944586664603517,-0.012301621300365327,-0.0058259992104606941
0.035507223471227735,0.72087827556528905,-0.038019560154868397,-0.87662139901180702,-0.021354196613801901,0.041854838855591409,0.013675780475937883,0.017787766279310779,0.017483429083315634,-0.36894856515004315,-0.52677177858180924,-0.096133980975648722,0.46960065593152783,-0.034174480000078375,-0.012487166076293434,-0.0059554420234898221
0.03609154903020464,0.71268182850884298,-0.037793616406014668,-0.87821606248612438,-0.021432033351065929,0.042160094991295145,0.013718467519527098,0.018015405181452355,0.017715606017937993,-0.36518271427425542,-0.52668941276086212,-0.0983074776037723,0.46795155280493628,-0.034374224885927077,-0.012665962051888562,-0.0060844440062245379
0.03667587458918154,0.70450941775557552,-0.037575425981945562,-0.87959072125188076,-0.021500750730196968,0.042431983152944906,0.013751638620690015,0.018231913138746728,0.017936791341528483,-0.36145467862264008,-0.52661733348559991,-0.10046141420387569,0.46631077618202976,-0.034544050933782482,-0.012837962163158296,-0.0062129020722323522
0.037260200148158444,0.69636562937393343,-0.037364669870389049,-0.88075441002503996,-0.021560653459034951,0.042670704147177455,0.013775514604086223,0.018437277549415501,0.018146954182539414,-0.35776585718745763,-0.5265552058378995,-0.10259471670090441,0.46467879636803999,-0.034684238707243784,-0.013003132579083164,-0.0063407132021694006
0.03784452570713535,0.68825481955394352,-0.037161046631432826,-0.88171596152706322,-0.021612045995407468,0.04287651163967518,0.013790324020114264,0.018631505994285431,0.018346084447881335,-0.35411753404204621,-0.52650269428858731,-0.1047063799136547,0.46305605635132963,-0.034795116708614945,-0.0131614520915227,-0.0064677747021915002
0.03842885126611225,0.68018111736180453,-0.036964271085316636,-0.88248400239804736,-0.021655231765788988,0.043049709308022176,0.0137963020856793,0.018814625183924957,0.018534191799904409,-0.35051088154435767,-0.52645946362061069,-0.10679546629992515,0.46144297255354272,-0.03487705839957482,-0.013312911505168416,-0.006593984451874149
0.03901317682508915,0.67214842798892316,-0.03677407312149289,-0.88306694978310674,-0.021690512445126511,0.043190648017516077,0.013793689677825398,0.018986679912841704,0.018711304635553497,-0.34694696367625338,-0.52642517978273595,-0.10886110457878391,0.45983993560365605,-0.034930479263061733,-0.013457513029785088,-0.0067192411413733019
0.039597502384066056,0.66416043644912037,-0.036590196616172375,-0.88347300856833766,-0.021718187295685244,0.043299723026548533,0.013782732380082941,0.019147732023997201,0.018877469071227195,-0.34342673949726332,-0.52639951067612767,-0.11090248824368037,0.45824731113147871,-0.034955833912962503,-0.013595269676797007,-0.0068434444976266775
0.04018182794304296,0.65622061167934176,-0.036412398447023681,-0.88371016924117585,-0.021738552562711962,0.04337737122762024,0.013763679581155298,0.019297859386611618,0.019032747936586446,-0.33995106669248043,-0.52638212687620434,-0.11291887397959513,0.45666544057628417,-0.034953613257540518,-0.0137262046620982,-0.0069664954994591698
0.04076615350201986,0.64833221100017102,-0.036240447595024372,-0.88378620634841087,-0.021751900924660329,0.043424068429514094,0.013736783625355145,0.019437154889948315,0.019177219780273869,-0.33652070519537464,-0.52637270229221522,-0.1149095799967997,0.45509464200649863,-0.034924341721900946,-0.013850350816787042,-0.0070882965815060707
0.041350479060996766,0.64049828489462479,-0.036074124324576802,-0.88370867752398852,-0.021758520995694201,0.043440326685676649,0.013702299014021457,0.01956572545551084,0.019310977890244888,-0.33313632086733941,-0.52637091476705211,-0.11687398429323947,0.45353521094660465,-0.034868574534230284,-0.01396775000736797,-0.0072087518269147452
0.04251913017895058,0.62500505304030629,-0.035757533701181066,-0.88312207092630757,-0.021752708081595105,0.043383741088445338,0.01361158852984384,0.019791184218866172,0.019546794369654473,-0.3265076971223822,-0.5263889847171348,-0.12072168879227536,0.45045152497617608,-0.034679913268299528,-0.014182516965108315,-0.0074452504629871578
0.043570916185109006,0.61127398865628402,-0.035489850002508011,-0.88214030569055168,-0.021727263165139604,0.043234500859239675,0.013506567910815207,0.019958744241195776,0.019723592450917461,-0.3207040628920782,-0.52642823311068265,-0.12408959092597656,0.44771761692155282,-0.034425612190916596,-0.014353317871334944,-0.0076525741445063414
0.04462270219126743,0.59775798265142821,-0.035237424958143887,-0.88076861213847835,-0.021684278945599163,0.042995987946374457,0.013380942743271932,0.020093760103720569,0.019867703121198781,-0.31505584286845512,-0.52648744657686264,-0.12736514146093114,0.44502419182275965,-0.034095236443357116,-0.014503264015287488,-0.0078541390852422364
0.04567448819742586,0.58446803035800554,-0.034999299888866936,-0.87904327926797998,-0.02162524286072405,0.042672165775455503,0.013236187172651168,0.020197240263170484,0.019980080799924256,-0.30956401721896837,-0.52656494899257,-0.13054662545566381,0.44237226943912789,-0.033692805225864271,-0.014632853898363579,-0.0080494666245159892
0.046726274203584287,0.57141345726873427,-0.034774588528480498,-0.8769984059208803,-0.021551576229662764,0.042267188281379507,0.013073751670554547,0.020270271191676396,0.020061764949211178,-0.30422886435400043,-0.52665913365164529,-0.13363280915499365,0.43976269332618184,-0.033222472878973654,-0.014742639981812775,-0.0082381072537466033
0.04777806020974271,0.55860195522650191,-0.034562470329989207,-0.87466595717845563,-0.021464630870788079,0.041785356423934675,0.012895054202830908,0.020314001677579553,0.020113864107284708,-0.29905004223483289,-0.52676846924515719,-0.13662289589790236,0.43719615135539847,-0.032688487729357549,-0.014833219109725291,-0.0084196419724958168
0.04882984621590114,0.54603972940978796,-0.03436218379865915,-0.87207582145978269,-0.021365687717399391,0.041231081937823544,0.012701474252427082,0.020329630012626707,0.020137542750785081,-0.2940266485594098,-0.52689150129290474,-0.13951649237033126,0.43467318741856131,-0.032095157755901736,-0.014905224872622955,-0.0085936839355415084
0.04988163222205957,0.53373160572127398,-0.034173021013774077,-0.86925588174058366,-0.021255956169900506,0.040608852480813439,0.012494347636919303,0.020318391798568765,0.020134008735256712,-0.2891572834939119,-0.52702685349516543,-0.14231357296196145,0.43219421475327685,-0.031446818162493298,-0.014959320270828178,-0.0087598795677769018
0.050933418228217994,0.52168114195240878,-0.033994322795597942,-0.86623209303688309,-0.021136574306627805,0.039923199851686034,0.012274962511413027,0.020281548969025887,0.020104501922475572,-0.2844401077834634,-0.52717322794048382,-0.14501444604125854,0.42975952789313315,-0.030747802279773105,-0.01499619108807297,-0.0089179094077729316
0.05198520423437642,0.50989073598125823,-0.033825474420856642,-0.86302856294086605,-0.021008609644490812,0.039178670561991084,0.012044556219711535,0.020220379745071005,0.020050283726054673,-0.27987289801605603,-0.5273294046179795,-0.14761972131451381,0.42736931398669431,-0.030002415080526659,-0.015016539774149826,-0.0090674886681463319
0.05303699024053485,0.49836172820216956,-0.033665901829775968,-0.85966763463391715,-0.020873060351531476,0.038379798655156658,0.011804312875186422,0.020136169467958147,0.019972627526152163,-0.27545309930649559,-0.52749424043556614,-0.15013027822783689,0.42502366366471162,-0.029214909151113636,-0.015021079820044365,-0.0092083675104665825
0.054088776246693275,0.48709450098906576,-0.033515068252376892,-0.85616997229283465,-0.020730856937553638,0.037531081107938596,0.01155536171268946,0.020030202423377157,0.019872810071841569,-0.27117787415592409,-0.52766666765516079,-0.15254723613022778,0.42272258098550763,-0.028389463364044479,-0.015010530725008485,-0.0093403310696048153
0.0551405622528517,0.47608857403482407,-0.033372471209384934,-0.85255464821112192,-0.020582864357160023,0.036636955792848008,0.011298776142473833,0.019903754635691648,0.01975210385462154,-0.2670441473483674,-0.52784569182172025,-0.15487192632174318,0.4204659924262571,-0.027530164190611401,-0.014985613537632593,-0.0094631992468532673
0.05619234825901013,0.46534269425714747,-0.033237639836148664,-0.8488392301802653,-0.020429884401692321,0.035701781794468666,0.011035573372982449,0.01975808753044514,0.019611770357512118,-0.26304864730833843,-0.5280303893319811,-0.15710586580703681,0.4182537551078252,-0.026640989433024315,-0.014947046893332342,-0.0095768262853852364
0.057244134265168556,0.45485491998905209,-0.033110132480157192,-0.84503986792090258,-0.020272658282205241,0.034729821912104733,0.010766714492915301,0.019594442380222586,0.019453054099882218,-0.2591879442261435,-0.5282199047582895,-0.15925073264216455,0.41608566438509942,-0.025725794179584809,-0.014895543496046264,-0.0096811001432458889
0.05829592027132698,0.44462269988428871,-0.032989534534890411,-0.84117137801119357,-0.020111869357893494,0.033725227289937369,0.010493104955792297,0.019414035498184757,0.019277177445413674,-0.25545848491661449,-0.52841344798203704,-0.16130834294463903,0.41396146078755658,-0.024788298875371154,-0.014831807035026227,-0.0097759416842164455
